14937,2.29,-0.96,-9.53,-0.0016,0.0037,-0.0005
15050,2.30,-0.94,-9.51,-0.0013,0.0011,0.0029
15165,2.28,-0.96,-9.53,0.0003,-0.0008,-0.0048
15278,2.34,-0.93,-9.51,0.0008,-0.0029,-0.0008
15392,2.34,-0.95,-9.51,0.0003,0.0008,-0.0011
15506,2.29,-0.94,-9.53,0.0011,0.0005,-0.0003
15620,2.31,-0.96,-9.53,0.0016,-0.0003,-0.0003
15734,2.28,-0.97,-9.54,-0.0003,0.0021,-0.0032
15848,2.28,-0.98,-9.53,0.0005,-0.0032,-0.0037
15961,2.29,-0.96,-9.52,-0.0024,0.0029,-0.0019
16075,2.33,-0.99,-9.53,0.0027,0.0005,-0.0003
16190,2.30,-0.98,-9.53,0.0016,0.0016,0.0008
16303,2.33,-0.92,-9.56,0.0005,0.0008,0.0013
16417,2.30,-0.93,-9.52,0.0008,-0.0011,0.0008
16531,2.34,-0.96,-9.53,0.0000,-0.0021,-0.0027
16645,2.28,-0.96,-9.56,-0.0029,0.0013,-0.0040
16760,2.28,-0.96,-9.50,0.0019,-0.0008,0.0000
16874,2.29,-0.96,-9.51,-0.0029,0.0032,-0.0027
16988,2.33,-0.94,-9.55,0.0011,-0.0035,0.0016
17102,2.32,-0.93,-9.55,0.0024,0.0008,-0.0043
17216,2.31,-0.98,-9.53,-0.0005,-0.0032,-0.0016
17330,2.32,-0.93,-9.51,-0.0021,0.0040,-0.0043
17444,2.28,-0.96,-9.54,0.0016,0.0024,-0.0040
17558,2.29,-0.98,-9.53,-0.0011,0.0037,-0.0019
17672,2.34,-0.95,-9.53,-0.0013,0.0008,-0.0003
17787,2.29,-0.94,-9.50,0.0011,-0.0008,-0.0021
17900,2.30,-0.95,-9.54,0.0016,0.0024,-0.0016
18014,2.30,-0.98,-9.50,0.0000,0.0008,-0.0013
18128,2.28,-0.97,-9.53,0.0035,0.0021,-0.0011
18241,2.34,-0.98,-9.50,0.0003,0.0011,0.0000
18356,2.27,-0.96,-9.56,-0.0024,0.0037,-0.0016
18470,2.33,-1.00,-9.53,0.0003,0.0019,-0.0013
18584,2.31,-0.93,-9.54,0.0029,-0.0019,0.0016
18698,2.28,-0.98,-9.51,0.0037,0.0035,-0.0005
18812,2.34,-0.96,-9.51,-0.0051,-0.0021,0.0005
18926,2.29,-0.96,-9.55,0.0016,0.0003,-0.0019
19040,2.27,-0.98,-9.55,0.0045,-0.0029,-0.0019
19155,2.28,-1.00,-9.51,-0.0027,0.0000,-0.0019
19269,2.30,-0.97,-9.53,0.0035,0.0029,-0.0011
19382,2.28,-0.98,-9.55,0.0072,0.0021,-0.0035
19496,2.28,-0.96,-9.53,-0.0016,0.0000,-0.0024
19610,2.29,-0.96,-9.55,0.0011,0.0011,-0.0021
19724,2.27,-0.96,-9.53,0.0019,0.0040,0.0013
19838,2.29,-0.98,-9.52,-0.0003,-0.0011,0.0000
19952,2.28,-0.98,-9.56,0.0005,0.0000,-0.0021
20066,2.32,-0.96,-9.53,0.0019,0.0013,-0.0024
20180,2.28,-0.93,-9.54,0.0032,-0.0043,0.0000
20293,2.29,-0.98,-9.54,-0.0019,0.0016,-0.0037
20408,2.28,-0.93,-9.51,0.0035,0.0016,-0.0051
20521,2.31,-0.95,-9.54,0.0027,0.0003,-0.0021
20635,2.28,-0.96,-9.52,0.0037,0.0000,-0.0024
20750,2.31,-0.96,-9.51,-0.0019,0.0032,-0.0011
20864,2.30,-0.98,-9.52,-0.0019,0.0021,0.0003
20978,2.28,-0.96,-9.56,0.0011,-0.0029,0.0005
21092,2.30,-0.97,-9.55,0.0011,0.0027,-0.0029
21207,2.29,-0.98,-9.49,0.0008,0.0040,-0.0019
21320,2.28,-0.96,-9.54,0.0005,0.0021,-0.0011
21434,2.26,-0.98,-9.53,0.0040,0.0008,-0.0040
21548,2.26,-0.95,-9.54,-0.0013,0.0021,-0.0024
21661,2.31,-0.95,-9.53,-0.0008,0.0011,-0.0029
21775,2.25,-1.00,-9.53,0.0011,-0.0011,0.0027
21889,2.32,-0.97,-9.52,0.0053,0.0008,0.0003
22002,2.32,-0.97,-9.55,0.0008,0.0024,-0.0011
22116,2.31,-0.96,-9.53,0.0005,0.0029,-0.0016
22230,2.30,-0.96,-9.56,0.0005,0.0019,-0.0021
22343,2.31,-0.93,-9.56,0.0000,0.0043,-0.0027
22456,2.31,-0.96,-9.53,0.0029,-0.0013,-0.0016
22570,2.29,-0.95,-9.54,0.0011,0.0035,-0.0037
22684,2.31,-0.98,-9.53,-0.0008,0.0045,-0.0008
22798,2.30,-1.00,-9.54,-0.0011,-0.0021,-0.0003
22911,2.31,-0.98,-9.55,0.0032,0.0032,-0.0008
23024,2.27,-0.97,-9.54,0.0013,0.0043,-0.0016
23139,2.28,-0.96,-9.53,-0.0003,-0.0019,-0.0013
23252,2.31,-0.96,-9.55,0.0032,-0.0021,-0.0027
23366,2.32,-0.93,-9.52,-0.0013,0.0032,-0.0011
23481,2.32,-0.97,-9.51,0.0003,0.0000,-0.0019
